record_id,county_id,county_name,region,breed_id,breed_name,breed_type,altitude_m,avg_temp_c,min_temp_c,max_temp_c,avg_humidity_pct,annual_rainfall_mm,avg_thi,min_thi,max_thi,thi_category,disease_index,vegetation_zone,soil_fertility,milk_yield_actual,milk_yield_potential,yield_ratio,heat_tolerance_score,disease_resistance_score,feed_efficiency_score,overall_suitability,suitability_class,confidence,validation_source
10963,25,Wajir,North Eastern,B001,Friesian,Pure Exotic,450,31.872591190022,20.8,38.2,46,240,93.3,73.8,96.1,Severe Stress,9.1,Desert,Very Low,5.8,30.0,0.193,3,3.6,8,21.7,Poor,8.9,Seasonal
10964,25,Wajir,North Eastern,B002,Ayrshire,Pure Exotic,450,29.2,20.8,38.2,46,240,85.5,73.8,96.1,Severe Stress,9.1,Desert,Very Low,4.4,24.0,0.182,5,4.5,7,27.4,Poor,8.9,Literature
10965,25,Wajir,North Eastern,B002,Ayrshire,Pure Exotic,450,31.284156365781257,20.8,38.2,46,240,91.6,73.8,96.1,Severe Stress,9.1,Desert,Very Low,4.5,24.0,0.189,5,4.5,7,27.4,Poor,7.6,Seasonal
10966,25,Wajir,North Eastern,B002,Ayrshire,Pure Exotic,450,28.070949340647918,20.8,38.2,46,240,82.2,73.8,96.1,Severe Stress,9.1,Desert,Very Low,4.3,24.0,0.178,5,4.5,7,28.5,Poor,8.4,Seasonal
10967,25,Wajir,North Eastern,B002,Ayrshire,Pure Exotic,450,29.535787822920046,20.8,38.2,46,240,86.5,73.8,96.1,Severe Stress,9.1,Desert,Very Low,4.4,24.0,0.183,5,4.5,7,26.7,Poor,8.1,Seasonal
10968,25,Wajir,North Eastern,B003,Jersey,Pure Exotic,450,29.2,20.8,38.2,46,240,85.5,73.8,96.1,Severe Stress,9.1,Desert,Very Low,4.2,20.0,0.21,6,5.5,9,34.9,Poor,9.2,Expert
10969,25,Wajir,North Eastern,B003,Jersey,Pure Exotic,450,30.340965642435936,20.8,38.2,46,240,88.8,73.8,96.1,Severe Stress,9.1,Desert,Very Low,4.3,20.0,0.214,6,5.5,9,32.7,Poor,8.6,Seasonal
10970,25,Wajir,North Eastern,B003,Jersey,Pure Exotic,450,28.565787683241233,20.8,38.2,46,240,83.6,73.8,96.1,Severe Stress,9.1,Desert,Very Low,4.2,20.0,0.208,6,5.5,9,33.4,Poor,8.5,Seasonal
10971,25,Wajir,North Eastern,B003,Jersey,Pure Exotic,450,33.021818244067795,20.8,38.2,46,240,96.1,73.8,96.1,Severe Stress,9.1,Desert,Very Low,4.5,20.0,0.224,6,5.5,9,32.1,Poor,8.7,Seasonal
10972,25,Wajir,North Eastern,B004,Sahiwal,Pure Indigenous,450,29.2,20.8,38.2,46,240,85.5,73.8,96.1,Severe Stress,9.1,Desert,Very Low,11.2,14.0,0.797,9,8.2,7,75.1,Good,8.0,Expert
10973,25,Wajir,North Eastern,B004,Sahiwal,Pure Indigenous,450,29.223049685439943,20.8,38.2,46,240,85.6,73.8,96.1,Severe Stress,9.1,Desert,Very Low,11.2,14.0,0.797,9,8.2,7,72.9,Good,8.2,Seasonal
10974,25,Wajir,North Eastern,B004,Sahiwal,Pure Indigenous,450,32.94148910879982,20.8,38.2,46,240,96.1,73.8,96.1,Severe Stress,9.1,Desert,Very Low,11.9,14.0,0.848,9,8.2,7,55.4,Fair,8.6,Seasonal
10975,25,Wajir,North Eastern,B004,Sahiwal,Pure Indigenous,450,28.408718427573692,20.8,38.2,46,240,83.2,73.8,96.1,Severe Stress,9.1,Desert,Very Low,11.0,14.0,0.786,9,8.2,7,92.0,Good,7.9,Seasonal
10976,25,Wajir,North Eastern,B005,Boran,Pure Indigenous,450,29.2,20.8,38.2,46,240,85.5,73.8,96.1,Severe Stress,9.1,Desert,Very Low,7.8,10.0,0.78,9,8.2,6,88.6,Excellent,8.1,Expert
10977,25,Wajir,North Eastern,B005,Boran,Pure Indigenous,450,30.638561812503355,20.8,38.2,46,240,89.7,73.8,96.1,Severe Stress,9.1,Desert,Very Low,8.0,10.0,0.799,9,8.2,6,77.7,Good,8.7,Seasonal
10978,25,Wajir,North Eastern,B005,Boran,Pure Indigenous,450,30.821776554500477,20.8,38.2,46,240,90.2,73.8,96.1,Severe Stress,9.1,Desert,Very Low,8.0,10.0,0.801,9,8.2,6,69.9,Fair,7.9,Seasonal
10979,25,Wajir,North Eastern,B005,Boran,Pure Indigenous,450,27.533908227824824,20.8,38.2,46,240,80.6,73.8,96.1,Severe Stress,9.1,Desert,Very Low,7.6,10.0,0.757,9,8.2,6,95.3,Good,8.3,Seasonal
10980,25,Wajir,North Eastern,B006,Friesian × Sahiwal,Crossbreed,450,29.2,20.8,38.2,46,240,85.5,73.8,96.1,Severe Stress,9.1,Desert,Very Low,11.2,22.0,0.509,7,6.4,8,51.0,Fair,8.5,Literature
10981,25,Wajir,North Eastern,B006,Friesian × Sahiwal,Crossbreed,450,31.73420535128044,20.8,38.2,46,240,92.9,73.8,96.1,Severe Stress,9.1,Desert,Very Low,11.7,22.0,0.531,7,6.4,8,49.8,Poor,8.9,Seasonal
10982,25,Wajir,North Eastern,B006,Friesian × Sahiwal,Crossbreed,450,33.16665954894195,20.8,38.2,46,240,96.1,73.8,96.1,Severe Stress,9.1,Desert,Very Low,11.9,22.0,0.543,7,6.4,8,49.9,Poor,8.0,Seasonal
10983,25,Wajir,North Eastern,B006,Friesian × Sahiwal,Crossbreed,450,29.249355183976355,20.8,38.2,46,240,85.6,73.8,96.1,Severe Stress,9.1,Desert,Very Low,11.2,22.0,0.509,7,6.4,8,53.0,Fair,8.8,Seasonal
10984,25,Wajir,North Eastern,B007,Ayrshire × Sahiwal,Crossbreed,450,29.2,20.8,38.2,46,240,85.5,73.8,96.1,Severe Stress,9.1,Desert,Very Low,10.2,20.0,0.511,7,6.4,7,48.8,Poor,8.8,Expert
10985,25,Wajir,North Eastern,B007,Ayrshire × Sahiwal,Crossbreed,450,26.51824047512718,20.8,38.2,46,240,77.6,73.8,96.1,Stress,9.1,Desert,Very Low,9.8,20.0,0.488,7,6.4,7,94.0,Good,8.5,Seasonal
10986,25,Wajir,North Eastern,B007,Ayrshire × Sahiwal,Crossbreed,450,32.1600773637018,20.8,38.2,46,240,94.2,73.8,96.1,Severe Stress,9.1,Desert,Very Low,10.7,20.0,0.537,7,6.4,7,52.6,Fair,8.6,Seasonal
10987,25,Wajir,North Eastern,B007,Ayrshire × Sahiwal,Crossbreed,450,28.66748486694752,20.8,38.2,46,240,83.9,73.8,96.1,Severe Stress,9.1,Desert,Very Low,10.1,20.0,0.507,7,6.4,7,51.3,Fair,7.7,Seasonal
10988,25,Wajir,North Eastern,B008,Jersey × Sahiwal,Crossbreed,450,29.2,20.8,38.2,46,240,85.5,73.8,96.1,Severe Stress,9.1,Desert,Very Low,8.9,18.0,0.494,8,7.3,8,56.0,Fair,9.0,Expert
10989,25,Wajir,North Eastern,B008,Jersey × Sahiwal,Crossbreed,450,25.849749389315928,20.8,38.2,46,240,75.7,73.8,96.1,Stress,9.1,Desert,Very Low,8.4,18.0,0.466,8,7.3,8,91.9,Good,7.5,Seasonal
10990,25,Wajir,North Eastern,B008,Jersey × Sahiwal,Crossbreed,450,31.116159052396924,20.8,38.2,46,240,91.1,73.8,96.1,Severe Stress,9.1,Desert,Very Low,9.2,18.0,0.511,8,7.3,8,56.3,Fair,8.3,Seasonal
10991,25,Wajir,North Eastern,B008,Jersey × Sahiwal,Crossbreed,450,26.23353813724516,20.8,38.2,46,240,76.8,73.8,96.1,Stress,9.1,Desert,Very Low,8.4,18.0,0.469,8,7.3,8,91.1,Good,7.5,Seasonal
10992,25,Wajir,North Eastern,B009,Friesian × Boran,Crossbreed,450,29.2,20.8,38.2,46,240,85.5,73.8,96.1,Severe Stress,9.1,Desert,Very Low,11.0,20.0,0.551,7,6.4,7,47.1,Poor,8.4,Expert
10993,25,Wajir,North Eastern,B009,Friesian × Boran,Crossbreed,450,25.742826444056476,20.8,38.2,46,240,75.4,73.8,96.1,Stress,9.1,Desert,Very Low,10.4,20.0,0.519,7,6.4,7,86.3,Good,8.3,Seasonal
10994,25,Wajir,North Eastern,B009,Friesian × Boran,Crossbreed,450,30.14391350391791,20.8,38.2,46,240,88.3,73.8,96.1,Severe Stress,9.1,Desert,Very Low,11.2,20.0,0.56,7,6.4,7,47.5,Poor,7.6,Seasonal
10995,25,Wajir,North Eastern,B009,Friesian × Boran,Crossbreed,450,28.24544793355601,20.8,38.2,46,240,82.7,73.8,96.1,Severe Stress,9.1,Desert,Very Low,10.8,20.0,0.542,7,6.4,7,47.5,Poor,7.8,Seasonal
10996,25,Wajir,North Eastern,B010,Ayrshire × Boran,Crossbreed,450,29.2,20.8,38.2,46,240,85.5,73.8,96.1,Severe Stress,9.1,Desert,Very Low,9.5,18.0,0.529,7,7.3,7,55.5,Fair,8.8,Expert
10997,25,Wajir,North Eastern,B010,Ayrshire × Boran,Crossbreed,450,28.577552360848063,20.8,38.2,46,240,83.7,73.8,96.1,Severe Stress,9.1,Desert,Very Low,9.4,18.0,0.524,7,7.3,7,53.3,Fair,8.5,Seasonal
10998,25,Wajir,North Eastern,B010,Ayrshire × Boran,Crossbreed,450,30.970799802552822,20.8,38.2,46,240,90.7,73.8,96.1,Severe Stress,9.1,Desert,Very Low,9.8,18.0,0.545,7,7.3,7,51.3,Fair,8.3,Seasonal
10999,25,Wajir,North Eastern,B010,Ayrshire × Boran,Crossbreed,450,28.42875291249873,20.8,38.2,46,240,83.2,73.8,96.1,Severe Stress,9.1,Desert,Very Low,9.4,18.0,0.522,7,7.3,7,55.0,Fair,8.4,Seasonal
11000,26,Garissa,North Eastern,B001,Friesian,Pure Exotic,350,28.8,20.2,37.8,48,260,84.8,72.5,95.2,Severe Stress,9.0,Arid,Very Low,5.3,30.0,0.177,3,3.6,8,21.7,Poor,8.9,Expert
11001,26,Garissa,North Eastern,B001,Friesian,Pure Exotic,350,27.393464812888098,20.2,37.8,48,260,80.7,72.5,95.2,Severe Stress,9.0,Arid,Very Low,5.2,30.0,0.173,3,3.6,8,20.8,Poor,8.5,Seasonal
11002,26,Garissa,North Eastern,B001,Friesian,Pure Exotic,350,26.262018263544356,20.2,37.8,48,260,77.3,72.5,95.2,Stress,9.0,Arid,Very Low,5.1,30.0,0.169,3,3.6,8,21.4,Poor,8.8,Seasonal
11003,26,Garissa,North Eastern,B001,Friesian,Pure Exotic,350,26.2452935525671,20.2,37.8,48,260,77.3,72.5,95.2,Stress,9.0,Arid,Very Low,5.1,30.0,0.169,3,3.6,8,21.6,Poor,8.1,Seasonal
11004,26,Garissa,North Eastern,B002,Ayrshire,Pure Exotic,350,28.8,20.2,37.8,48,260,84.8,72.5,95.2,Severe Stress,9.0,Arid,Very Low,5.2,24.0,0.218,5,4.6,7,26.5,Poor,8.1,Expert
11005,26,Garissa,North Eastern,B002,Ayrshire,Pure Exotic,350,29.324260468272524,20.2,37.8,48,260,86.3,72.5,95.2,Severe Stress,9.0,Arid,Very Low,5.3,24.0,0.22,5,4.6,7,28.2,Poor,8.5,Seasonal
11006,26,Garissa,North Eastern,B002,Ayrshire,Pure Exotic,350,26.66827339363626,20.2,37.8,48,260,78.5,72.5,95.2,Stress,9.0,Arid,Very Low,5.0,24.0,0.21,5,4.6,7,26.5,Poor,8.6,Seasonal
11007,26,Garissa,North Eastern,B002,Ayrshire,Pure Exotic,350,29.10807301836308,20.2,37.8,48,260,85.7,72.5,95.2,Severe Stress,9.0,Arid,Very Low,5.2,24.0,0.219,5,4.6,7,28.8,Poor,8.7,Seasonal
11008,26,Garissa,North Eastern,B003,Jersey,Pure Exotic,350,28.8,20.2,37.8,48,260,84.8,72.5,95.2,Severe Stress,9.0,Arid,Very Low,4.0,20.0,0.199,6,5.5,9,35.3,Poor,8.5,Literature
11009,26,Garissa,North Eastern,B003,Jersey,Pure Exotic,350,28.37918113657276,20.2,37.8,48,260,83.6,72.5,95.2,Severe Stress,9.0,Arid,Very Low,4.0,20.0,0.198,6,5.5,9,33.0,Poor,8.8,Seasonal
11010,26,Garissa,North Eastern,B003,Jersey,Pure Exotic,350,32.10531733531308,20.2,37.8,48,260,94.5,72.5,95.2,Severe Stress,9.0,Arid,Very Low,4.2,20.0,0.211,6,5.5,9,34.0,Poor,7.6,Seasonal
11011,26,Garissa,North Eastern,B003,Jersey,Pure Exotic,350,27.830817416882287,20.2,37.8,48,260,81.9,72.5,95.2,Severe Stress,9.0,Arid,Very Low,3.9,20.0,0.196,6,5.5,9,35.1,Poor,8.9,Seasonal
11012,26,Garissa,North Eastern,B004,Sahiwal,Pure Indigenous,350,28.8,20.2,37.8,48,260,84.8,72.5,95.2,Severe Stress,9.0,Arid,Very Low,11.4,14.0,0.815,9,8.2,7,78.5,Good,9.3,Expert
11013,26,Garissa,North Eastern,B004,Sahiwal,Pure Indigenous,350,29.160814731271746,20.2,37.8,48,260,85.9,72.5,95.2,Severe Stress,9.0,Arid,Very Low,11.5,14.0,0.82,9,8.2,7,78.1,Good,7.6,Seasonal
11014,26,Garissa,North Eastern,B004,Sahiwal,Pure Indigenous,350,30.081467584386104,20.2,37.8,48,260,88.6,72.5,95.2,Severe Stress,9.0,Arid,Very Low,11.7,14.0,0.833,9,8.2,7,55.8,Fair,8.1,Seasonal
11015,26,Garissa,North Eastern,B004,Sahiwal,Pure Indigenous,350,31.42495767047138,20.2,37.8,48,260,92.5,72.5,95.2,Severe Stress,9.0,Arid,Very Low,11.9,14.0,0.853,9,8.2,7,57.4,Fair,9.0,Seasonal
11016,26,Garissa,North Eastern,B005,Boran,Pure Indigenous,350,28.8,20.2,37.8,48,260,84.8,72.5,95.2,Severe Stress,9.0,Arid,Very Low,8.4,10.0,0.836,9,8.2,6,95.1,Excellent,8.3,Expert
11017,26,Garissa,North Eastern,B005,Boran,Pure Indigenous,350,27.698687485282516,20.2,37.8,48,260,81.6,72.5,95.2,Severe Stress,9.0,Arid,Very Low,8.2,10.0,0.82,9,8.2,6,93.5,Good,8.1,Seasonal
11018,26,Garissa,North Eastern,B005,Boran,Pure Indigenous,350,28.491020810546903,20.2,37.8,48,260,83.9,72.5,95.2,Severe Stress,9.0,Arid,Very Low,8.3,10.0,0.831,9,8.2,6,99.9,Good,8.5,Seasonal
11019,26,Garissa,North Eastern,B005,Boran,Pure Indigenous,350,30.603735261179892,20.2,37.8,48,260,90.1,72.5,95.2,Severe Stress,9.0,Arid,Very Low,8.6,10.0,0.862,9,8.2,6,69.7,Fair,7.8,Seasonal
11020,26,Garissa,North Eastern,B006,Friesian × Sahiwal,Crossbreed,350,28.8,20.2,37.8,48,260,84.8,72.5,95.2,Severe Stress,9.0,Arid,Very Low,11.4,22.0,0.519,7,6.4,8,52.5,Fair,8.0,Literature
11021,26,Garissa,North Eastern,B006,Friesian × Sahiwal,Crossbreed,350,31.157074713228514,20.2,37.8,48,260,91.7,72.5,95.2,Severe Stress,9.0,Arid,Very Low,11.9,22.0,0.54,7,6.4,8,51.9,Fair,7.6,Seasonal
11022,26,Garissa,North Eastern,B006,Friesian × Sahiwal,Crossbreed,350,31.10269002796153,20.2,37.8,48,260,91.6,72.5,95.2,Severe Stress,9.0,Arid,Very Low,11.9,22.0,0.539,7,6.4,8,52.1,Fair,8.7,Seasonal
11023,26,Garissa,North Eastern,B006,Friesian × Sahiwal,Crossbreed,350,30.975094014300062,20.2,37.8,48,260,91.2,72.5,95.2,Severe Stress,9.0,Arid,Very Low,11.8,22.0,0.538,7,6.4,8,53.2,Fair,8.3,Seasonal
11024,26,Garissa,North Eastern,B007,Ayrshire × Sahiwal,Crossbreed,350,28.8,20.2,37.8,48,260,84.8,72.5,95.2,Severe Stress,9.0,Arid,Very Low,10.7,20.0,0.534,7,6.4,7,49.8,Poor,8.9,Literature
11025,26,Garissa,North Eastern,B007,Ayrshire × Sahiwal,Crossbreed,350,25.947771892278354,20.2,37.8,48,260,76.4,72.5,95.2,Stress,9.0,Arid,Very Low,10.1,20.0,0.507,7,6.4,7,88.9,Good,8.8,Seasonal
11026,26,Garissa,North Eastern,B007,Ayrshire × Sahiwal,Crossbreed,350,30.95980817862589,20.2,37.8,48,260,91.2,72.5,95.2,Severe Stress,9.0,Arid,Very Low,11.1,20.0,0.554,7,6.4,7,53.8,Fair,8.6,Seasonal
11027,26,Garissa,North Eastern,B007,Ayrshire × Sahiwal,Crossbreed,350,29.63942184375621,20.2,37.8,48,260,87.3,72.5,95.2,Severe Stress,9.0,Arid,Very Low,10.8,20.0,0.541,7,6.4,7,52.4,Fair,8.8,Seasonal
11028,26,Garissa,North Eastern,B008,Jersey × Sahiwal,Crossbreed,350,28.8,20.2,37.8,48,260,84.8,72.5,95.2,Severe Stress,9.0,Arid,Very Low,9.6,18.0,0.531,8,7.3,8,55.9,Fair,8.2,Expert
11029,26,Garissa,North Eastern,B008,Jersey × Sahiwal,Crossbreed,350,30.669671047317976,20.2,37.8,48,260,90.3,72.5,95.2,Severe Stress,9.0,Arid,Very Low,9.9,18.0,0.548,8,7.3,8,54.2,Fair,7.8,Seasonal
11030,26,Garissa,North Eastern,B008,Jersey × Sahiwal,Crossbreed,350,27.19146362305895,20.2,37.8,48,260,80.1,72.5,95.2,Severe Stress,9.0,Arid,Very Low,9.3,18.0,0.516,8,7.3,8,78.5,Good,7.8,Seasonal
11031,26,Garissa,North Eastern,B008,Jersey × Sahiwal,Crossbreed,350,28.150711282380268,20.2,37.8,48,260,82.9,72.5,95.2,Severe Stress,9.0,Arid,Very Low,9.4,18.0,0.525,8,7.3,8,57.8,Fair,8.3,Seasonal
11032,26,Garissa,North Eastern,B009,Friesian × Boran,Crossbreed,350,28.8,20.2,37.8,48,260,84.8,72.5,95.2,Severe Stress,9.0,Arid,Very Low,9.7,20.0,0.486,7,6.4,7,48.1,Poor,9.0,Expert
11033,26,Garissa,North Eastern,B009,Friesian × Boran,Crossbreed,350,31.580619378497502,20.2,37.8,48,260,93.0,72.5,95.2,Severe Stress,9.0,Arid,Very Low,10.2,20.0,0.51,7,6.4,7,50.4,Fair,8.7,Seasonal
11034,26,Garissa,North Eastern,B009,Friesian × Boran,Crossbreed,350,26.829613780575396,20.2,37.8,48,260,79.0,72.5,95.2,Stress,9.0,Arid,Very Low,9.4,20.0,0.47,7,6.4,7,57.2,Fair,7.9,Seasonal
11035,26,Garissa,North Eastern,B009,Friesian × Boran,Crossbreed,350,32.59355166245052,20.2,37.8,48,260,95.2,72.5,95.2,Severe Stress,9.0,Arid,Very Low,10.4,20.0,0.518,7,6.4,7,50.3,Fair,8.0,Seasonal
11036,26,Garissa,North Eastern,B010,Ayrshire × Boran,Crossbreed,350,28.8,20.2,37.8,48,260,84.8,72.5,95.2,Severe Stress,9.0,Arid,Very Low,8.9,18.0,0.495,7,7.3,7,52.7,Fair,9.0,Expert
11037,26,Garissa,North Eastern,B010,Ayrshire × Boran,Crossbreed,350,29.623420217613504,20.2,37.8,48,260,87.2,72.5,95.2,Severe Stress,9.0,Arid,Very Low,9.0,18.0,0.502,7,7.3,7,52.6,Fair,8.5,Seasonal
11038,26,Garissa,North Eastern,B010,Ayrshire × Boran,Crossbreed,350,31.52107925459026,20.2,37.8,48,260,92.8,72.5,95.2,Severe Stress,9.0,Arid,Very Low,9.3,18.0,0.519,7,7.3,7,55.4,Fair,8.6,Seasonal
11039,26,Garissa,North Eastern,B010,Ayrshire × Boran,Crossbreed,350,26.10192158518106,20.2,37.8,48,260,76.9,72.5,95.2,Stress,9.0,Arid,Very Low,8.5,18.0,0.472,7,7.3,7,90.0,Good,8.5,Seasonal
11040,27,Kilifi,Coast,B001,Friesian,Pure Exotic,150,27.2,22.4,32.8,78,980,78.5,72.4,85.2,Stress,7.5,Coastal Lowland,Low,10.3,30.0,0.345,3,3.7,8,30.6,Poor,8.0,Expert
11041,27,Kilifi,Coast,B001,Friesian,Pure Exotic,150,23.394799455615626,22.4,32.8,78,980,72.4,72.4,85.2,Moderate Stress,7.5,Coastal Lowland,Low,9.6,30.0,0.32,3,3.7,8,59.6,Fair,7.9,Seasonal
11042,27,Kilifi,Coast,B001,Friesian,Pure Exotic,150,27.667871303715742,22.4,32.8,78,980,79.9,72.4,85.2,Stress,7.5,Coastal Lowland,Low,10.4,30.0,0.348,3,3.7,8,29.6,Poor,8.5,Seasonal
11043,27,Kilifi,Coast,B001,Friesian,Pure Exotic,150,25.755903141353404,22.4,32.8,78,980,74.3,72.4,85.2,Stress,7.5,Coastal Lowland,Low,10.1,30.0,0.335,3,3.7,8,32.2,Poor,8.8,Seasonal
11044,27,Kilifi,Coast,B002,Ayrshire,Pure Exotic,150,27.2,22.4,32.8,78,980,78.5,72.4,85.2,Stress,7.5,Coastal Lowland,Low,9.2,24.0,0.382,5,4.6,7,36.2,Poor,9.5,Literature
11045,27,Kilifi,Coast,B002,Ayrshire,Pure Exotic,150,30.014150197682667,22.4,32.8,78,980,85.2,72.4,85.2,Severe Stress,7.5,Coastal Lowland,Low,9.6,24.0,0.402,5,4.6,7,36.0,Poor,8.4,Seasonal
11046,27,Kilifi,Coast,B002,Ayrshire,Pure Exotic,150,23.66880825797372,22.4,32.8,78,980,72.4,72.4,85.2,Moderate Stress,7.5,Coastal Lowland,Low,8.6,24.0,0.357,5,4.6,7,73.8,Good,9.0,Seasonal
11047,27,Kilifi,Coast,B002,Ayrshire,Pure Exotic,150,25.78537627531543,22.4,32.8,78,980,74.4,72.4,85.2,Stress,7.5,Coastal Lowland,Low,8.9,24.0,0.372,5,4.6,7,66.8,Fair,8.7,Seasonal
11048,27,Kilifi,Coast,B003,Jersey,Pure Exotic,150,27.2,22.4,32.8,78,980,78.5,72.4,85.2,Stress,7.5,Coastal Lowland,Low,7.8,20.0,0.39,6,5.6,9,44.3,Poor,8.4,Expert
11049,27,Kilifi,Coast,B003,Jersey,Pure Exotic,150,26.475322786835818,22.4,32.8,78,980,76.4,72.4,85.2,Stress,7.5,Coastal Lowland,Low,7.7,20.0,0.385,6,5.6,9,49.9,Poor,7.5,Seasonal
11050,27,Kilifi,Coast,B003,Jersey,Pure Exotic,150,26.061082909474525,22.4,32.8,78,980,75.2,72.4,85.2,Stress,7.5,Coastal Lowland,Low,7.6,20.0,0.382,6,5.6,9,80.3,Good,8.3,Seasonal
11051,27,Kilifi,Coast,B003,Jersey,Pure Exotic,150,25.672268391956486,22.4,32.8,78,980,74.1,72.4,85.2,Stress,7.5,Coastal Lowland,Low,7.6,20.0,0.379,6,5.6,9,84.0,Good,7.8,Seasonal
11052,27,Kilifi,Coast,B004,Sahiwal,Pure Indigenous,150,27.2,22.4,32.8,78,980,78.5,72.4,85.2,Stress,7.5,Coastal Lowland,Low,12.9,14.0,0.921,9,8.3,7,93.4,Excellent,8.9,Literature
11053,27,Kilifi,Coast,B004,Sahiwal,Pure Indigenous,150,23.43773421617135,22.4,32.8,78,980,72.4,72.4,85.2,Moderate Stress,7.5,Coastal Lowland,Low,12.0,14.0,0.857,9,8.3,7,100.0,Good,8.4,Seasonal
11054,27,Kilifi,Coast,B004,Sahiwal,Pure Indigenous,150,27.71730606181514,22.4,32.8,78,980,80.0,72.4,85.2,Stress,7.5,Coastal Lowland,Low,13.0,14.0,0.93,9,8.3,7,99.3,Good,8.8,Seasonal
11055,27,Kilifi,Coast,B004,Sahiwal,Pure Indigenous,150,27.90940189352068,22.4,32.8,78,980,80.5,72.4,85.2,Severe Stress,7.5,Coastal Lowland,Low,13.1,14.0,0.933,9,8.3,7,98.9,Good,9.0,Seasonal
11056,27,Kilifi,Coast,B005,Boran,Pure Indigenous,150,27.2,22.4,32.8,78,980,78.5,72.4,85.2,Stress,7.5,Coastal Lowland,Low,9.0,10.0,0.895,9,8.3,6,100.0,Excellent,9.1,Expert
11057,27,Kilifi,Coast,B005,Boran,Pure Indigenous,150,24.987623773865348,22.4,32.8,78,980,72.4,72.4,85.2,Moderate Stress,7.5,Coastal Lowland,Low,8.6,10.0,0.859,9,8.3,6,99.1,Good,8.9,Seasonal
11058,27,Kilifi,Coast,B005,Boran,Pure Indigenous,150,30.701778483326173,22.4,32.8,78,980,85.2,72.4,85.2,Severe Stress,7.5,Coastal Lowland,Low,9.5,10.0,0.953,9,8.3,6,91.8,Good,8.3,Seasonal
11059,27,Kilifi,Coast,B005,Boran,Pure Indigenous,150,24.846948932330065,22.4,32.8,78,980,72.4,72.4,85.2,Moderate Stress,7.5,Coastal Lowland,Low,8.6,10.0,0.857,9,8.3,6,100.0,Good,9.0,Seasonal
11060,27,Kilifi,Coast,B006,Friesian × Sahiwal,Crossbreed,150,27.2,22.4,32.8,78,980,78.5,72.4,85.2,Stress,7.5,Coastal Lowland,Low,15.6,22.0,0.71,7,6.5,8,87.7,Excellent,9.1,Expert
11061,27,Kilifi,Coast,B006,Friesian × Sahiwal,Crossbreed,150,23.555319655429404,22.4,32.8,78,980,72.4,72.4,85.2,Moderate Stress,7.5,Coastal Lowland,Low,14.6,22.0,0.663,7,6.5,8,93.9,Good,8.5,Seasonal
11062,27,Kilifi,Coast,B006,Friesian × Sahiwal,Crossbreed,150,28.648657969290863,22.4,32.8,78,980,82.7,72.4,85.2,Severe Stress,7.5,Coastal Lowland,Low,16.0,22.0,0.729,7,6.5,8,53.7,Fair,8.9,Seasonal
11063,27,Kilifi,Coast,B006,Friesian × Sahiwal,Crossbreed,150,24.485633383052132,22.4,32.8,78,980,72.4,72.4,85.2,Moderate Stress,7.5,Coastal Lowland,Low,14.8,22.0,0.675,7,6.5,8,94.4,Good,8.5,Seasonal
11064,27,Kilifi,Coast,B007,Ayrshire × Sahiwal,Crossbreed,150,27.2,22.4,32.8,78,980,78.5,72.4,85.2,Stress,7.5,Coastal Lowland,Low,13.9,20.0,0.695,7,6.5,7,88.5,Excellent,8.4,Expert
11065,27,Kilifi,Coast,B007,Ayrshire × Sahiwal,Crossbreed,150,28.309273066905956,22.4,32.8,78,980,81.7,72.4,85.2,Severe Stress,7.5,Coastal Lowland,Low,14.2,20.0,0.709,7,6.5,7,54.9,Fair,7.8,Seasonal
11066,27,Kilifi,Coast,B007,Ayrshire × Sahiwal,Crossbreed,150,28.873935427855795,22.4,32.8,78,980,83.3,72.4,85.2,Severe Stress,7.5,Coastal Lowland,Low,14.3,20.0,0.716,7,6.5,7,54.1,Fair,8.5,Seasonal
11067,27,Kilifi,Coast,B007,Ayrshire × Sahiwal,Crossbreed,150,29.952915370924423,22.4,32.8,78,980,85.2,72.4,85.2,Severe Stress,7.5,Coastal Lowland,Low,14.6,20.0,0.73,7,6.5,7,52.6,Fair,7.5,Seasonal
11068,27,Kilifi,Coast,B008,Jersey × Sahiwal,Crossbreed,150,27.2,22.4,32.8,78,980,78.5,72.4,85.2,Stress,7.5,Coastal Lowland,Low,12.4,18.0,0.691,8,7.4,8,98.9,Excellent,9.0,Literature
11069,27,Kilifi,Coast,B008,Jersey × Sahiwal,Crossbreed,150,29.67093722816792,22.4,32.8,78,980,85.2,72.4,85.2,Severe Stress,7.5,Coastal Lowland,Low,13.0,18.0,0.722,8,7.4,8,58.8,Fair,8.3,Seasonal
11070,27,Kilifi,Coast,B008,Jersey × Sahiwal,Crossbreed,150,27.10612436250483,22.4,32.8,78,980,78.2,72.4,85.2,Stress,7.5,Coastal Lowland,Low,12.4,18.0,0.69,8,7.4,8,95.3,Good,7.7,Seasonal
11071,27,Kilifi,Coast,B008,Jersey × Sahiwal,Crossbreed,150,27.792475020317298,22.4,32.8,78,980,80.2,72.4,85.2,Severe Stress,7.5,Coastal Lowland,Low,12.6,18.0,0.698,8,7.4,8,77.5,Good,8.9,Seasonal
